Email,Type,Started free trial,Decision maker,Designation,Employee Size,Visited Pricing ,Visited Integrations ,Visited Platform ,Country,Acquisition Source,When do you need to Solution,Sources,Destinations,Status
559@customer-leads.com,contact us,No,No,Product manager,6649,No,No,Yes,Japan,Ads - ETL Tools,Early Exploration,"redshift,s3,tableau",ms_sql,Not Interested
560@customer-leads.com,contact us,No,Yes,Swe,4945,Yes,Yes,Yes,China,Direct - Home,Early Exploration,"aurora,s3",ms_sql,May Consider
561@customer-leads.com,request demo ,Yes,Yes,Business analyst ,4350,Yes,Yes,No,Japan,Blog - Redshift - X to Y,In A Month,"mysql,ms_sql","snowflake,rds,ms_sql",Interested
562@customer-leads.com,contact us,Yes,Yes,Swe,5049,No,No,Yes,Denmark,Direct - Home,Immediately,"redshift,s3,tableau",redshift,Interested
563@customer-leads.com,contact us,No,No,Business analyst ,8138,No,No,No,Germany,Blog - Redshift - X to Y,In A Month,"python,chartio,superset","bigquery,s3",Not Interested
564@customer-leads.com,created account ,No,Yes,Product manager,2590,No,Yes,No,Us,Blog - Redshift - X to Y,Immediately,"aurora,s3","snowflake,rds,ms_sql",May Consider
565@customer-leads.com,contact us,No,No,Product manager,2327,No,No,No,Us,Ads - ETL Tools,In A Month,google_analytics ,"snowflake,rds,ms_sql",Not Interested
566@customer-leads.com,created account ,Yes,No,Product manager,5238,Yes,Yes,No,Japan,Blog - Redshift - Generic,Early Exploration,google_analytics ,redshift,Not Interested
567@customer-leads.com,contact us,No,No,Tech lead,4552,No,Yes,Yes,Japan,Blog - Redshift - X to Y,This Quarter,google_analytics ,ms_sql,Not Interested
568@customer-leads.com,request quote,No,No,Tech lead,4185,Yes,No,No,Denmark,Blog - Redshift - X to Y,Early Exploration,"aurora,s3",redshift,Not Interested
569@customer-leads.com,created account ,Yes,No,Product manager,5308,Yes,Yes,No,Denmark,Blog - Redshift - Generic,In A Month,"mysql,ms_sql","postgres,s3,ms_sql",Not Interested
570@customer-leads.com,created account ,No,No,Swe,3385,Yes,Yes,Yes,Denmark,Ads - ETL Tools,In A Month,"aurora,s3",ms_sql,Not Interested
571@customer-leads.com,contact us,Yes,Yes,Cto,6674,Yes,Yes,No,Us,Blog - Redshift - Generic,In A Month,google_analytics ,"bigquery,s3",Interested
572@customer-leads.com,created account ,Yes,No,Tech lead,7563,No,Yes,No,India,Ads - ETL Tools,Immediately,"aurora,s3",ms_sql,Not Interested
573@customer-leads.com,created account ,No,Yes,Tech lead,224,No,Yes,Yes,Japan,Blog - Redshift - X to Y,In A Month,google_analytics ,"postgres,s3,ms_sql",May Consider
574@customer-leads.com,request quote,Yes,Yes,Cto,2113,No,Yes,No,India,Direct - Home,In A Month,"aurora,s3",redshift,Interested
575@customer-leads.com,request demo ,No,No,Swe,1368,No,Yes,Yes,Denmark,Blog - Redshift - X to Y,In A Month,"mysql,ms_sql","postgres,s3,ms_sql",Not Interested
576@customer-leads.com,contact us,Yes,Yes,Swe,9634,Yes,No,Yes,Germany,Blog - Generic,Early Exploration,"redshift,s3,tableau","bigquery,s3",Interested
577@customer-leads.com,request quote,No,Yes,Business analyst ,7028,No,No,No,Japan,Ads - ETL Tools,This Quarter,"mysql,ms_sql","postgres,s3,ms_sql",May Consider
578@customer-leads.com,created account ,Yes,No,Ceo,5467,No,No,Yes,China,Blog - Generic,Immediately,"redshift,s3,tableau",redshift,Not Interested
579@customer-leads.com,created account ,Yes,Yes,Business analyst ,5050,Yes,No,No,Us,Blog - Generic,Early Exploration,"python,chartio,superset","bigquery,s3",Interested
580@customer-leads.com,request demo ,No,No,Tech lead,3499,Yes,No,Yes,China,Blog - Generic,Immediately,"python,chartio,superset",redshift,Not Interested
581@customer-leads.com,request demo ,Yes,Yes,Cto,9978,Yes,No,No,China,Ads - ETL Tools,Early Exploration,google_analytics ,"snowflake,rds,ms_sql",Interested
582@customer-leads.com,created account ,Yes,No,Ceo,5757,No,Yes,No,Us,Ads - ETL Tools,Immediately,google_analytics ,"snowflake,rds,ms_sql",Not Interested
583@customer-leads.com,created account ,No,No,Business analyst ,2743,No,No,No,Us,Ads - ETL Tools,Early Exploration,google_analytics ,"snowflake,rds,ms_sql",Not Interested
584@customer-leads.com,request demo ,Yes,Yes,Business analyst ,7171,Yes,Yes,Yes,Japan,Blog - Generic,In A Month,"python,chartio,superset","snowflake,rds,ms_sql",Interested
585@customer-leads.com,contact us,No,No,Tech lead,2620,No,No,No,Germany,Blog - Redshift - Generic,This Quarter,"aurora,s3",ms_sql,Not Interested
586@customer-leads.com,contact us,Yes,Yes,Swe,8876,Yes,Yes,No,Denmark,Blog - Generic,Immediately,google_analytics ,ms_sql,Interested
587@customer-leads.com,request quote,Yes,Yes,Cto,7121,No,No,No,Us,Blog - Redshift - Generic,In A Month,"redshift,s3,tableau","postgres,s3,ms_sql",Interested
588@customer-leads.com,contact us,No,No,Ceo,5484,No,No,No,Japan,Blog - Redshift - Generic,In A Month,"aurora,s3","postgres,s3,ms_sql",Not Interested
589@customer-leads.com,request quote,No,Yes,Tech lead,1741,No,No,No,Denmark,Blog - Redshift - X to Y,This Quarter,"python,chartio,superset","postgres,s3,ms_sql",May Consider
590@customer-leads.com,request demo ,Yes,Yes,Product manager,821,Yes,Yes,No,China,Blog - Redshift - Generic,In A Month,"python,chartio,superset","snowflake,rds,ms_sql",Interested
591@customer-leads.com,request demo ,Yes,Yes,Swe,1031,No,Yes,No,Denmark,Blog - Generic,Immediately,"mysql,ms_sql","postgres,s3,ms_sql",Interested
592@customer-leads.com,created account ,Yes,No,Business analyst ,3810,No,Yes,No,Denmark,Direct - Home,This Quarter,"python,chartio,superset","bigquery,s3",Not Interested
593@customer-leads.com,contact us,Yes,Yes,Business analyst ,990,Yes,No,No,Japan,Blog - Redshift - X to Y,This Quarter,"python,chartio,superset","snowflake,rds,ms_sql",Interested
594@customer-leads.com,created account ,Yes,Yes,Ceo,623,Yes,No,Yes,Us,Blog - Redshift - X to Y,This Quarter,google_analytics ,"postgres,s3,ms_sql",Interested
595@customer-leads.com,request demo ,Yes,Yes,Tech lead,4237,No,No,No,Germany,Blog - Redshift - Generic,Immediately,"aurora,s3","bigquery,s3",Interested
596@customer-leads.com,request demo ,No,Yes,Cto,8481,Yes,Yes,No,Denmark,Ads - ETL Tools,Early Exploration,"redshift,s3,tableau",redshift,May Consider
597@customer-leads.com,created account ,Yes,Yes,Product manager,4729,No,No,Yes,India,Blog - Redshift - X to Y,In A Month,"mysql,ms_sql","bigquery,s3",Interested
598@customer-leads.com,request quote,Yes,No,Ceo,4735,Yes,No,No,Japan,Direct - Home,In A Month,google_analytics ,"snowflake,rds,ms_sql",Not Interested
599@customer-leads.com,created account ,Yes,Yes,Business analyst ,4815,No,Yes,Yes,Germany,Blog - Redshift - X to Y,Immediately,"mysql,ms_sql","bigquery,s3",Interested
600@customer-leads.com,request quote,No,No,Business analyst ,68,No,Yes,No,India,Ads - ETL Tools,Immediately,google_analytics ,"bigquery,s3",Not Interested
601@customer-leads.com,contact us,Yes,No,Business analyst ,5971,No,No,No,Germany,Ads - ETL Tools,Early Exploration,"mysql,ms_sql","postgres,s3,ms_sql",Not Interested
602@customer-leads.com,request quote,No,Yes,Cto,6133,No,No,Yes,Us,Blog - Redshift - X to Y,In A Month,"mysql,ms_sql",redshift,May Consider
603@customer-leads.com,request quote,No,Yes,Cto,9696,No,Yes,No,Japan,Ads - ETL Tools,In A Month,"aurora,s3","snowflake,rds,ms_sql",May Consider
604@customer-leads.com,request quote,Yes,Yes,Tech lead,553,No,No,No,Germany,Blog - Generic,Early Exploration,"aurora,s3","snowflake,rds,ms_sql",Interested
605@customer-leads.com,created account ,No,Yes,Business analyst ,4672,No,Yes,No,India,Blog - Redshift - Generic,In A Month,"aurora,s3","bigquery,s3",May Consider
606@customer-leads.com,request quote,No,Yes,Swe,2346,No,No,No,China,Direct - Home,In A Month,google_analytics ,"postgres,s3,ms_sql",May Consider
607@customer-leads.com,request quote,Yes,Yes,Tech lead,4566,Yes,No,Yes,India,Ads - ETL Tools,In A Month,"python,chartio,superset",ms_sql,Interested
608@customer-leads.com,request demo ,Yes,Yes,Business analyst ,2443,No,No,Yes,India,Blog - Redshift - Generic,Immediately,google_analytics ,"postgres,s3,ms_sql",Interested
609@customer-leads.com,request quote,No,Yes,Ceo,3008,No,Yes,No,India,Ads - ETL Tools,This Quarter,google_analytics ,ms_sql,May Consider
610@customer-leads.com,contact us,No,No,Cto,3626,No,No,Yes,India,Blog - Generic,Immediately,"mysql,ms_sql",ms_sql,Not Interested
611@customer-leads.com,request demo ,Yes,No,Business analyst ,9802,Yes,No,Yes,Japan,Direct - Home,In A Month,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
612@customer-leads.com,request demo ,Yes,Yes,Swe,8616,Yes,Yes,No,India,Direct - Home,Early Exploration,"aurora,s3",redshift,Interested
613@customer-leads.com,request demo ,No,No,Ceo,2988,No,Yes,Yes,India,Blog - Redshift - X to Y,Immediately,"redshift,s3,tableau","bigquery,s3",Not Interested
614@customer-leads.com,contact us,Yes,No,Swe,5713,Yes,No,Yes,Japan,Ads - ETL Tools,Early Exploration,"python,chartio,superset","snowflake,rds,ms_sql",Not Interested
615@customer-leads.com,request demo ,Yes,No,Business analyst ,1210,No,Yes,No,Denmark,Blog - Redshift - X to Y,Immediately,"redshift,s3,tableau","postgres,s3,ms_sql",Not Interested
616@customer-leads.com,request quote,No,Yes,Tech lead,6266,Yes,No,Yes,Germany,Ads - ETL Tools,Early Exploration,"redshift,s3,tableau",redshift,May Consider
617@customer-leads.com,created account ,No,Yes,Swe,8973,Yes,No,Yes,India,Direct - Home,Immediately,"mysql,ms_sql","bigquery,s3",May Consider
618@customer-leads.com,request demo ,No,Yes,Ceo,8425,No,Yes,No,Germany,Ads - ETL Tools,In A Month,"python,chartio,superset",ms_sql,May Consider
619@customer-leads.com,contact us,No,No,Product manager,7460,Yes,No,No,China,Blog - Redshift - X to Y,This Quarter,"aurora,s3","bigquery,s3",Not Interested
620@customer-leads.com,created account ,Yes,No,Swe,6876,Yes,No,No,China,Ads - ETL Tools,Early Exploration,"python,chartio,superset",ms_sql,Not Interested
621@customer-leads.com,request demo ,No,No,Ceo,7959,No,No,Yes,China,Blog - Redshift - Generic,In A Month,google_analytics ,ms_sql,Not Interested
622@customer-leads.com,created account ,Yes,No,Cto,6156,No,Yes,Yes,China,Ads - ETL Tools,Early Exploration,google_analytics ,redshift,Not Interested
623@customer-leads.com,created account ,No,No,Business analyst ,824,No,Yes,No,India,Blog - Redshift - X to Y,In A Month,"python,chartio,superset","snowflake,rds,ms_sql",Not Interested
624@customer-leads.com,request demo ,No,No,Product manager,284,No,Yes,Yes,Us,Direct - Home,This Quarter,"mysql,ms_sql",redshift,Not Interested
625@customer-leads.com,created account ,Yes,Yes,Business analyst ,3037,No,No,No,Japan,Blog - Redshift - X to Y,This Quarter,google_analytics ,"postgres,s3,ms_sql",Interested
626@customer-leads.com,contact us,No,Yes,Cto,2679,Yes,Yes,No,India,Direct - Home,Early Exploration,google_analytics ,"bigquery,s3",May Consider
627@customer-leads.com,request demo ,Yes,Yes,Cto,3229,No,Yes,No,Japan,Ads - ETL Tools,Early Exploration,"mysql,ms_sql",ms_sql,Interested
628@customer-leads.com,request quote,Yes,Yes,Tech lead,5310,No,Yes,Yes,China,Blog - Redshift - X to Y,In A Month,"redshift,s3,tableau","postgres,s3,ms_sql",Interested
629@customer-leads.com,request quote,Yes,Yes,Cto,9534,No,Yes,Yes,Denmark,Blog - Redshift - Generic,In A Month,"aurora,s3","postgres,s3,ms_sql",Interested
630@customer-leads.com,request demo ,Yes,No,Ceo,2585,Yes,No,Yes,Germany,Direct - Home,Immediately,"python,chartio,superset",ms_sql,Not Interested
631@customer-leads.com,contact us,No,No,Tech lead,7979,No,No,No,Denmark,Blog - Redshift - X to Y,In A Month,"redshift,s3,tableau","bigquery,s3",Not Interested
632@customer-leads.com,request demo ,No,Yes,Ceo,4643,Yes,No,No,Germany,Blog - Generic,This Quarter,"python,chartio,superset",redshift,May Consider
633@customer-leads.com,contact us,Yes,No,Tech lead,6403,Yes,Yes,Yes,Japan,Blog - Generic,Immediately,"redshift,s3,tableau",ms_sql,Not Interested
634@customer-leads.com,request demo ,Yes,Yes,Business analyst ,465,No,Yes,Yes,Japan,Blog - Redshift - X to Y,Immediately,"python,chartio,superset",ms_sql,Interested
635@customer-leads.com,request quote,Yes,Yes,Tech lead,9190,No,Yes,No,India,Direct - Home,This Quarter,google_analytics ,"bigquery,s3",Interested
636@customer-leads.com,request demo ,No,Yes,Cto,4900,No,Yes,No,China,Direct - Home,This Quarter,"python,chartio,superset","bigquery,s3",May Consider
637@customer-leads.com,request quote,Yes,No,Ceo,2175,Yes,No,No,India,Ads - ETL Tools,In A Month,"aurora,s3",ms_sql,Not Interested
638@customer-leads.com,created account ,Yes,No,Product manager,9634,Yes,Yes,No,Us,Ads - ETL Tools,In A Month,"python,chartio,superset","postgres,s3,ms_sql",Not Interested
639@customer-leads.com,contact us,Yes,Yes,Swe,2567,No,Yes,Yes,Us,Blog - Redshift - Generic,Early Exploration,google_analytics ,"bigquery,s3",Interested
640@customer-leads.com,created account ,No,Yes,Product manager,4348,No,No,No,Japan,Blog - Generic,Early Exploration,google_analytics ,"postgres,s3,ms_sql",May Consider
641@customer-leads.com,created account ,No,Yes,Cto,211,Yes,No,No,Denmark,Blog - Redshift - X to Y,This Quarter,"mysql,ms_sql",ms_sql,May Consider
642@customer-leads.com,request quote,Yes,No,Cto,4567,Yes,Yes,No,China,Blog - Redshift - Generic,This Quarter,"mysql,ms_sql","bigquery,s3",Not Interested
643@customer-leads.com,created account ,No,Yes,Ceo,1530,Yes,No,No,Denmark,Direct - Home,This Quarter,"python,chartio,superset",redshift,May Consider
644@customer-leads.com,contact us,Yes,Yes,Business analyst ,2201,No,Yes,Yes,Denmark,Direct - Home,Early Exploration,"mysql,ms_sql","bigquery,s3",Interested
645@customer-leads.com,request demo ,Yes,No,Ceo,6114,No,Yes,No,India,Direct - Home,In A Month,"python,chartio,superset","bigquery,s3",Not Interested
646@customer-leads.com,contact us,No,No,Ceo,4330,No,No,No,Denmark,Ads - ETL Tools,In A Month,"redshift,s3,tableau","snowflake,rds,ms_sql",Not Interested
647@customer-leads.com,created account ,Yes,Yes,Swe,4148,No,Yes,No,Denmark,Ads - ETL Tools,This Quarter,"python,chartio,superset",redshift,Interested
648@customer-leads.com,contact us,No,Yes,Product manager,6485,Yes,Yes,No,Us,Blog - Redshift - X to Y,Early Exploration,"python,chartio,superset","snowflake,rds,ms_sql",May Consider
649@customer-leads.com,contact us,Yes,No,Business analyst ,4382,Yes,No,No,China,Direct - Home,Immediately,"redshift,s3,tableau","snowflake,rds,ms_sql",Not Interested
650@customer-leads.com,contact us,No,Yes,Cto,9611,Yes,No,No,Us,Direct - Home,This Quarter,"python,chartio,superset","postgres,s3,ms_sql",May Consider
651@customer-leads.com,request quote,Yes,Yes,Tech lead,6477,No,No,No,India,Ads - ETL Tools,In A Month,"redshift,s3,tableau","bigquery,s3",Interested
652@customer-leads.com,request demo ,No,Yes,Swe,5676,Yes,Yes,No,Germany,Blog - Redshift - Generic,In A Month,"aurora,s3","snowflake,rds,ms_sql",May Consider
653@customer-leads.com,request demo ,No,Yes,Business analyst ,5162,No,No,No,Germany,Ads - ETL Tools,This Quarter,"redshift,s3,tableau","bigquery,s3",May Consider
654@customer-leads.com,request demo ,Yes,No,Tech lead,5186,No,Yes,Yes,Denmark,Ads - ETL Tools,In A Month,google_analytics ,redshift,Not Interested
655@customer-leads.com,request quote,No,No,Tech lead,1608,No,No,Yes,Germany,Direct - Home,Early Exploration,"python,chartio,superset","bigquery,s3",Not Interested
656@customer-leads.com,created account ,Yes,No,Business analyst ,4135,Yes,Yes,Yes,China,Direct - Home,In A Month,"mysql,ms_sql","postgres,s3,ms_sql",Not Interested
657@customer-leads.com,created account ,Yes,No,Tech lead,3281,Yes,Yes,No,China,Blog - Redshift - X to Y,Immediately,"aurora,s3","snowflake,rds,ms_sql",Not Interested
658@customer-leads.com,created account ,No,No,Product manager,5714,Yes,No,No,Denmark,Ads - ETL Tools,In A Month,"aurora,s3","snowflake,rds,ms_sql",Not Interested
659@customer-leads.com,request quote,No,Yes,Swe,5379,Yes,Yes,No,Germany,Blog - Generic,This Quarter,"python,chartio,superset","postgres,s3,ms_sql",May Consider
660@customer-leads.com,request quote,Yes,No,Business analyst ,309,Yes,Yes,No,Denmark,Blog - Generic,This Quarter,"aurora,s3",redshift,Not Interested
661@customer-leads.com,contact us,Yes,No,Business analyst ,4075,Yes,Yes,Yes,Denmark,Ads - ETL Tools,Immediately,"redshift,s3,tableau","bigquery,s3",Not Interested
662@customer-leads.com,request quote,Yes,Yes,Ceo,1933,Yes,No,Yes,Denmark,Blog - Redshift - X to Y,Early Exploration,"mysql,ms_sql","bigquery,s3",Interested
663@customer-leads.com,request demo ,No,No,Business analyst ,9412,No,Yes,Yes,Denmark,Ads - ETL Tools,Immediately,"aurora,s3","postgres,s3,ms_sql",Not Interested
664@customer-leads.com,request demo ,Yes,Yes,Ceo,1743,No,Yes,No,China,Blog - Redshift - X to Y,Early Exploration,"mysql,ms_sql","bigquery,s3",Interested
665@customer-leads.com,contact us,No,Yes,Ceo,6813,Yes,Yes,Yes,Denmark,Blog - Redshift - X to Y,Immediately,"python,chartio,superset","postgres,s3,ms_sql",May Consider
666@customer-leads.com,contact us,Yes,Yes,Tech lead,5662,No,Yes,No,Us,Blog - Redshift - Generic,This Quarter,"aurora,s3","postgres,s3,ms_sql",Interested
667@customer-leads.com,request quote,Yes,Yes,Swe,3322,Yes,Yes,No,Denmark,Ads - ETL Tools,In A Month,"redshift,s3,tableau","bigquery,s3",Interested
668@customer-leads.com,created account ,Yes,Yes,Tech lead,1293,Yes,No,Yes,Japan,Ads - ETL Tools,This Quarter,google_analytics ,redshift,Interested
669@customer-leads.com,request quote,No,Yes,Tech lead,5564,No,No,Yes,Us,Blog - Redshift - Generic,This Quarter,google_analytics ,ms_sql,May Consider
670@customer-leads.com,created account ,Yes,Yes,Cto,9906,Yes,Yes,No,Us,Blog - Redshift - Generic,Early Exploration,"aurora,s3",ms_sql,Interested
671@customer-leads.com,request demo ,No,Yes,Product manager,1126,Yes,Yes,Yes,Us,Blog - Redshift - X to Y,Early Exploration,"aurora,s3","bigquery,s3",May Consider
672@customer-leads.com,contact us,Yes,No,Swe,6185,No,No,Yes,India,Ads - ETL Tools,Immediately,"mysql,ms_sql","bigquery,s3",Not Interested
673@customer-leads.com,contact us,No,Yes,Tech lead,5475,Yes,No,Yes,Germany,Direct - Home,In A Month,"mysql,ms_sql","bigquery,s3",May Consider
674@customer-leads.com,request quote,Yes,Yes,Ceo,1873,Yes,Yes,No,China,Blog - Redshift - X to Y,Immediately,"python,chartio,superset",ms_sql,Interested
675@customer-leads.com,request quote,No,No,Tech lead,6847,No,Yes,No,Germany,Blog - Generic,Immediately,"redshift,s3,tableau","postgres,s3,ms_sql",Not Interested
676@customer-leads.com,request quote,Yes,No,Tech lead,7142,Yes,No,Yes,Denmark,Blog - Redshift - Generic,This Quarter,"mysql,ms_sql","bigquery,s3",Not Interested
677@customer-leads.com,created account ,No,Yes,Swe,1302,No,Yes,No,India,Direct - Home,This Quarter,"redshift,s3,tableau","snowflake,rds,ms_sql",May Consider
678@customer-leads.com,request quote,Yes,Yes,Swe,794,No,Yes,Yes,India,Ads - ETL Tools,Immediately,"aurora,s3",redshift,Interested
679@customer-leads.com,contact us,No,Yes,Product manager,4650,No,Yes,Yes,Japan,Blog - Generic,Early Exploration,google_analytics ,"postgres,s3,ms_sql",May Consider
